character,line
Walter,[walks toward Jack] Don’t kill him. Don’t kill him. Jack.
Kenny,[pushes Walter away from Jack] Get back here.
Jack,The hell not? He’s DEA.
Walter,No. He’s– He’s family.
Jack,Say again?
Walter,He’s my family. He’s my brother-in-law.
Jack,Didn’t cross your mind to maybe tell us you had a DEA agent for a brother-in-law? [to Todd] Did you know about this?
Walter,"I called you off, remember? I told you not to come."
Jack,"Well, it seems to me we did you a solid."
Walter,You weren’t supposed to be here.
Jack,"Too late now. How about you telling me what was going down out here? Hmm? Yeah, you and your brother-in-law don’t seem to be getting along too well."
Walter,It doesn’t– doesn’t matter. It doesn’t concern you.
Jack,"We just wasted his partner here and he’s wearing a bullet, so yeah, I’d say it does concern me."
Walter,This is... between him and me.
Jack,No cavalry comin’?
Walter,No.
Hank,You bet your ass the cavalry’s comin’.
Walter,"[to Jack] No! No, no. Jack, Jack! No. The DEA doesn’t know about this. Not yet. [to Hank] Hank, nothing can change what just happened, but you can walk out of here alive if you just promise us that you’ll– you’ll let this go."
Jack,"Yeah, I thought as much. Sorry, man, just no scenario where this guy lives."
Walter,"No, no, no, listen! I have money! It’s buried right here. It’s here. It’s $80 million. $80 million."
Jack,"So, that’s what got this party started, huh? But this money of yours won’t do me much good in prison."
Walter,You can– you can go anywhere. You can do anything. Just think about that. You can have any future that you want. Jack. Eighty. Million. All you’ve got to do is let him go.
Kenny,That’s a hell of an offer.
Jack,"[to Hank] What do you think, Fed? Would you take that deal?"
Walter,It's Hank. His name is Hank.
Jack,"How about it, Hank? Should I let you go?"
Hank,My name is ASAC Schrader. And you can go fuck yourself.
Walter,Hank... listen to me. You gotta tell him. You gotta tell him now that we can work this out. Please. Please.
Hank,What? You want me to beg? You're the smartest guy I ever met. And you're too stupid to see... he made up his mind ten minutes ago. [to Jack] Do what you're gonna do–
Walter,[to Jesse] I watched Jane die. I was there. And I watched her die. I watched her overdose and choke to death. I could have saved her. But I didn't.
Skyler,It’s the truth.
Marie,It is. Flynn.
Skyler,I’ll be asking myself that for the rest of my life.
Marie,"Flynn, honey, your mother is telling you the truth. Right here, right now. Believe it."
Marie,"Your dad’s in custody. You won’t be able to talk to him for a while, sweetie."
Marie,"I’ve tried. He’s not answering. Probably because he is in the thick of it with your father. Honey, I know this is a lot to process, Flynn, but if you could just breathe. Just try to breathe and just trust–"
Skyler,Walt. Why are you here?
Walter,"Skyler, please, will you just go get your things? For you and your kids. Right now. This is our priority."
Skyler,Hank had you in custody. He wouldn’t just let you go. Where is he?
Walter,I–
Skyler,Where is Hank?
Walter,I… I negotiated…
Skyler,Negotiated?
Walter,"Um, yes."
Skyler,What does that mean?
Walter,"It means… we are fine, okay? We are. We’re fine. Everything is gonna be fine. But we need to leave right now. All right? Can we do that?"
Skyler,What happened? Where is Hank? Why do we need to leave?
Walter,"I need both of you to trust me. Right now, okay? Please just work with me here, and I promise I will explain everything later, okay?"
Skyler,Where… is… Hank?
Walter,Skyler. [walking toward her] I have $11 million in cash right outside. We can have a fresh start. Whole new lives. All we have to do is go. We have to go right now. That’s all we have to do.
Skyler,You killed him. You killed Hank.
Walter,No. No. No.
Skyler,You killed him.
Walter,No. No! NO! I tried to save him.
Walter,"Just stop, please."
Walter,Everything- everything is gonna be okay. Everything’s gonna be fine. I promise you. But we need to leave right now.
Skyler,[answering the phone] Walt. Where's Holly?
Walter,Are you alone? No police?
Skyler,No. No police. Where are you? Where's Holly? Walt!
Walter,What the hell is wrong with you? Why can't you do one thing I say?
Skyler,What?
Walter,"This is your fault. This is what comes of your disrespect. I told you, Skyler. I warned you for a solid year. You cross me, there will be consequences. What part of that didn't you understand?"
Skyler,You took my child.
Walter,'Cause you need to learn.
Skyler,You bring her back!
Walter,"Maybe now you'll listen. Maybe now you'll use your damn head. You know, you never believed in me. You were never grateful for anything I did for this family. [imitates Skyler's voice] ""Oh, no. Walt. Walt, you have to stop. You have to stop this. It's immoral. It's illegal. Someone might get hurt."" You're always whining and complaining about how I make my money, just dragging me down. While I do everything. And now– now you tell my son what I do after I've told you and told you to keep your goddamn mouth shut. You stupid bitch. How dare you?"
Skyler,[realising what he is doing] I'm sorry.
Walter,"You, you have no right to discuss anything about what I do. Oh, what– what the hell do you know about it anyway? Nothing. I built this. Me. Me alone. Nobody else!"
Skyler,You're right. You're right.
Walter,"You mark my words, Skyler. Toe the line, or you will wind up just like Hank."
Skyler,Walt. Tell me what happened. Where is Hank? Please. We need to know.
Walter,You're never gonna see Hank again.
Walter,He crossed me. You think about that. Family or no. You let that sink in.
Skyler,"Walt. I just want Holly back. Please, Walt. Just come home."
Walter,"[long pause, as he stifles a sob] I've still got things left to do."
NOTE,This episode is 55 minutes long]
Todd,"Wait, Uncle Jack, hold up. I think we should keep him for a while, get a couple of cooks under our belt."
Jack,You seriously giving me this turn-the-other-cheek crap? He ratted you out. Personally.
Todd,We still got 600 gallons of methylamine.
Jack,Meth? Who gives a shit about meth? We won the lottery here. We’ve got all the money in the world. You’re talking to me about selling crank?
Todd,"I mean; this is millions, Uncle Jack. No matter how much you got, how do you turn your back on more?"
Jack,"You little ... bastard. It’s that Lydia woman. [putting his arm on Todd’s shoulder] You’re sweet on her, you little bastard. [to Kenny] Hey, Kenny. You believe this?"
Kenny,"[makes a sexual hand gesture] Hey, it’s all about this right here, huh? [big smile on face]"
Jack,"Come on. You can do better. I mean, that one is so uptight, she’s probably got a wood chipper for a coochie. You stick it in down there, you’re pulling back a stump. Ah, what the hell. Heart wants what the heart wants, right? Let’s go back and watch some more of that crybaby rat, huh?"
Walter,...What?
Saul,Nothing.
Walter,"You know what, make yourself useful. Give me a list of hitters, mercenaries. Yes, yes, I remember – you've got ""concerns."" Don't worry, we'll take the time to vet them. Make sure there are no undercover cops on the team. Five should do it, providing they're the right men for the job."
Saul,"I'm gonna hate myself for asking, but who are we hitting?"
Walter,Jack Welker and his men. They murdered Hank. They stole my life's work.
Saul,I don't know any hitmen.
Walter,You know a guy who knows a guy– Just give me the contacts. Anybody in that world. I'm paying top dollar. We'll find them.
Saul,"You mind if I give you a nickel's worth of advice, just for old times' sake? You're worried about your wife and kids? Don't leave. The way things are right now, some people – not me, mind you, but some people – might say you're leaving her high and dry."
Walter,"""Some people"" would be ignorant on the facts. ""Some people"" wouldn't know that as far as the police are concerned, Skyler is a blameless victim."
Walter,"No no no, go ahead. Get it off your chest. Go on."
Saul,"The phone call was a smart move. Kudos to you. Odds are it was recorded. It's gonna play great for a jury. It might even buy her a mistrial – in a year and a half. Until then, if they don't have you, they're going after her."
Walter,There's no point. She knows nothing.
Saul,"Well too bad for her, then she's got nothing to trade. I hate to be a downer here, but there are two DEA agents missing, presumed dead. You think the Feds are gonna just let that go 'cause you hit the ejector seat? First thing they're gonna do, they will RICO your wife and kids out of the house. That condo is gone. Your bank accounts, they're frozen. Her picture's probably on TV right now, next to yours. Who's gonna hire her?"
Walter,Money's no problem.
Saul,"Well, I don't mean to contradict you, but getting it to her? Impossible. The Feds are just praying that you'll make contact. The Internet, the phone, it's all tapped. Hey, Mike was no dummy. But every time he tried to get his nest egg to his granddaughter, it ended up in Uncle Sam's pockets."
